"","PDX22","PDX43","PDX59","G83","PDX10","HK281"
"ENSG00000287296.1",2.05,4.1,0,0,0,0
"ENSG00000267598.1",12.28,10.26,3.95,1.9,15.14,14.35
"ENSG00000213253.5",5.12,8.21,0.99,14.26,3.56,7.18
"ENSG00000141837.22",333.53,20.51,247.8,11.41,95.3,32.8
"ENSG00000104957.14",1696.29,1309.83,1067.2,843.06,3519.85,1540.73
"ENSG00000037757.14",1459.95,2548.88,1178.76,1990.26,1686,2417.2
"ENSG00000267633.1",4.09,0,0,1.9,0,2.05
"ENSG00000104979.9",4992.7,3617.66,3661.65,3576.58,4051.57,3221.9
"ENSG00000132003.9",2087.11,3397.14,865.8,614,1874.82,2750.36
"ENSG00000267582.1",0,0,1.97,0,0,0
"ENSG00000266770.2",0,0,0,0,0,0
"ENSG00000267519.6",887.02,444.13,172.77,200.55,505,445.92
"ENSG00000284387.1",0,0,0,0,0,0
"ENSG00000207808.1",0,0,0,0,0,0
"ENSG00000207980.1",0,0,0,0,0,0
"ENSG00000187556.8",11.25,28.72,16.78,19.96,41.86,11.28
"ENSG00000207613.1",0,3.08,0,0,0,0
"ENSG00000207585.1",0,0,0,1.9,1.78,0
"ENSG00000132016.11",189.27,567.21,256.68,362.13,460.47,358.79
"ENSG00000132024.18",2571.03,2510.93,2923.2,2842.82,4351.72,4616.05
"ENSG00000132000.14",69.57,17.44,19.74,7.6,42.75,1569.44
"ENSG00000132017.10",2326.52,2301.68,1400.89,2312.47,4278.69,2510.48
"ENSG00000132005.9",900.32,1705.75,606.16,1094.93,1707.38,1936.42
"ENSG00000275091.1",4.09,1.03,3.95,2.85,0,2.05
"ENSG00000171136.7",2.05,4.1,0,0,0,2.05
"ENSG00000267670.1",0,0,0,0,0,0
"ENSG00000104998.4",325.34,5010.57,232,3540.46,1343.99,1284.46
"ENSG00000187867.10",41.95,764.15,100.7,913.39,582.49,225.52
"ENSG00000228887.3",4.09,14.36,3.95,25.66,8.91,17.43
"ENSG00000141854.9",8.18,201.04,178.69,166.33,62.35,96.36
"ENSG00000284081.1",0,0,0,0,0,0
"ENSG00000188032.10",0,0,0,0,0,0
"ENSG00000141858.12",3285.15,5349.05,1837.24,2592.85,4155.78,2987.16
"ENSG00000072062.15",3417.13,7351.23,6618.42,5015.58,7590.13,6905.11
"ENSG00000267783.1",2.05,0,5.92,3.8,3.56,6.15
"ENSG00000105011.9",4269.37,3522.27,2573.72,2881.79,5859.59,2638.62
"ENSG00000267169.2",86.96,181.55,66.14,53.23,234.24,84.06
"ENSG00000072071.16",1945.92,5920.37,2252.87,1961.75,8670.49,5054.79
"ENSG00000240803.3",0,1.03,0,0,0,0
"ENSG00000287254.1",0,0,0,1.9,3.56,3.08
"ENSG00000267723.1",0,0,0,0,0,0
"ENSG00000267406.1",0,0,0,0,0,0
"ENSG00000266913.1",0,18.46,1.97,1.9,18.7,0
"ENSG00000267147.2",0,2.05,55.29,319.35,38.3,12.3
"ENSG00000123146.20",12109.34,8107.17,4392.21,2500.66,4876.31,2324.94
"ENSG00000267379.1",2.05,3.08,0,0,0,0
"ENSG00000123136.15",11457.63,5739.85,3555.03,7806.12,4626.04,3561.21
"ENSG00000123143.13",8221.58,10079.6,9891.11,7889.76,5838.22,9219.79
"ENSG00000267474.1",6.14,2.05,1.97,1.9,3.56,2.05
"ENSG00000160951.4",0,2.05,1.97,0,3.56,53.31
"ENSG00000123159.16",7054.23,3608.43,4369.5,3818,3132.42,4033.79
"ENSG00000224543.4",13.3,18.46,14.81,19.01,24.05,4.1
"ENSG00000132002.9",18223.35,8723.62,6958.03,6028.77,8557.37,6659.08
"ENSG00000099797.15",4291.88,6006.53,3131.51,5180,3322.13,6332.07
"ENSG00000283822.1",0,0,0,0,0,0
"ENSG00000099795.7",3830.46,2472.97,2872.85,3163.13,2769.03,3179.87
"ENSG00000187912.12",2.05,0,0,5.7,1.78,0
"ENSG00000243488.3",0,0,0,0,0,0
"ENSG00000243066.3",0,0,0,0,0,0
"ENSG00000131355.15",2.05,0,0,0,3.56,0
"ENSG00000269378.1",1633.88,1163.15,3600.45,1507.43,753.49,2150.67
"ENSG00000275432.1",0,0,0,0,0,0
"ENSG00000160961.12",563.72,470.8,464.99,282.29,866.6,460.27
"ENSG00000127507.18",3.07,140.52,39.49,73.19,17.81,1127.62
"ENSG00000127530.4",0,0,3.95,0,0,0
"ENSG00000256210.3",3.07,0,0,0,1.78,14.35
"ENSG00000188269.10",0,0,0,0,0,0
"ENSG00000127515.3",0,0,0,0,0,0
"ENSG00000269552.1",0,0,0,0,0,0
"ENSG00000172148.3",0,0,0,0,0,0
"ENSG00000185385.5",0,0,0,0,0,0
"ENSG00000269678.1",0,0,0,0,0,0
"ENSG00000268834.2",0,0,0,0,0,0
"ENSG00000269787.2",0,0,0,0,0,0
"ENSG00000198367.3",0,0,0,0,0,0
"ENSG00000176923.5",0,0,0,0,0,0
"ENSG00000127529.7",0,0,0,0,0,0
"ENSG00000105143.13",0,0,0,1.9,0,0
"ENSG00000160994.4",0,0,0,0,0,0
"ENSG00000105141.6",0,0,16.78,0,1.78,0
"ENSG00000094661.3",0,0,0,0,0,0
"ENSG00000105137.13",3853.99,3211.48,4201.67,4105.99,2268.49,4498.16
"ENSG00000105135.16",1722.89,3362.26,1842.18,3082.34,1980.81,3263.93
"ENSG00000268564.1",0,0,0,0,0,0
"ENSG00000267961.2",0,0,0,0,0,0
"ENSG00000252661.1",0,0,0,0,0,0
"ENSG00000074181.9",1939.79,25273.37,6052.74,30.41,11987.27,11420.69
"ENSG00000275711.1",0,0,0,0,0,0
"ENSG00000269635.1",0,0,0,0,0,1.03
"ENSG00000105131.8",4.09,0,3.95,7.6,10.69,0
"ENSG00000141867.19",3362.91,6588.1,4657.77,5965.08,8232.29,7498.64
"ENSG00000270802.2",1.02,0,0,0,0,0
"ENSG00000273218.1",0,0,0,0,1.78,0
"ENSG00000105127.10",2248.76,1989.87,1718.78,2133.78,1752.8,1900.54
"ENSG00000268189.2",8.18,12.31,13.82,1.9,4.45,12.3
"ENSG00000011243.19",4088.28,4217.7,3047.59,2381.85,3875.22,3596.07
"ENSG00000279203.1",2.05,2.05,0.99,0.95,0,2.05
"ENSG00000279716.1",18.42,20.51,7.9,3.8,10.69,7.18
"ENSG00000011451.21",4825.93,4038.2,3560.96,5145.79,9637.73,5655.5
"ENSG00000269782.1",0,0,0,0,0,0
"ENSG00000105122.13",2.05,4.1,0,0,0,2.05
"ENSG00000161031.13",4.09,2.05,0,0,0,0
"ENSG00000171954.13",0,6.15,0,0,1.78,0
"ENSG00000269765.2",3.07,1.03,0.99,6.65,0.89,7.18
"ENSG00000269516.6",0,0,0,0,1.78,0
"ENSG00000267135.2",0,2.05,0,1.9,0,0
"ENSG00000225067.4",29.67,21.54,25.67,72.23,23.16,28.7
"ENSG00000266951.2",0,0,0,0,0,0
"ENSG00000186526.13",0,0,0,0,0,0
"ENSG00000186529.16",0,2.05,0,0,2.67,18.45
"ENSG00000267241.2",0,0,0,0,0,0
"ENSG00000186204.15",2.05,2.05,0,0,0,0
"ENSG00000171942.5",0,0,0,0,0,0
"ENSG00000171936.3",0,0,0,0,0,0
"ENSG00000267594.5",0,0,0,0,5.34,0
"ENSG00000268673.3",0,0,0,0,0,0
"ENSG00000172519.10",0,0,0,0,0,0
"ENSG00000186723.4",0,0,0,0,0,0
"ENSG00000267235.3",0,0,0,0,0,0
"ENSG00000288618.1",0,0,0,0,0,0
"ENSG00000267308.3",0,0,0,0,3.56,0
"ENSG00000214049.8",15.35,0,0,0,1.78,0
"ENSG00000273782.1",0,0,0,0,0,0
"ENSG00000267453.7",0,0,0,0,0,0
"ENSG00000273330.1",0,0,0,0,0,0
"ENSG00000186115.13",0,0,3.95,0,11.58,4.1
"ENSG00000267218.2",2.05,0,2.96,2.85,5.34,7.18
"ENSG00000279717.1",0,4.1,0,0,0,0
"ENSG00000267056.2",8.18,12.31,37.51,3.8,3.56,2.05
"ENSG00000171903.17",180.06,162.06,368.24,1.9,28.5,15.38
"ENSG00000176231.2",0,0,0,0,0,0
"ENSG00000267392.3",0,0,0,0,0,0
"ENSG00000205396.11",0,0,0,0,0,0
"ENSG00000280412.1",0,0,0,0,0,0
"ENSG00000167459.17",0,0,0,0,0,2.05
"ENSG00000267609.2",0,0,0,0,0,0
"ENSG00000277766.1",0,0,0,0,0,0
"ENSG00000267450.1",0,0,0,0,0,0
"ENSG00000267517.1",0,0,0,0,0,0
"ENSG00000167460.17",29077.35,38227,25909.98,8226.23,29440.46,51139.4
"ENSG00000279198.1",28.65,44.11,56.27,51.32,62.35,42.03
"ENSG00000267373.1",0,0,0,0,0,0
"ENSG00000167461.12",3353.7,2917.11,2166.98,3608.9,2586.45,3543.79
"ENSG00000269243.1",8.18,2.05,11.85,6.65,1.78,0
"ENSG00000196684.12",5.12,0,0,0,0,9.23
"ENSG00000141977.9",0,0,0.99,0,0,0
"ENSG00000105058.12",4003.37,7697.92,4564.97,2575.75,3646.32,3686.28
"ENSG00000267033.1",0,0,0,0,0,0
"ENSG00000275901.1",0,0,0,0,0,0
"ENSG00000287961.1",0,0,5.92,3.8,1.78,1.03
"ENSG00000072958.9",5408.07,7365.59,7124.87,2657.48,2911.54,8313.6
"ENSG00000267275.1",0,0,0,0,0,0
"ENSG00000127528.6",298.74,252.32,75.03,249.02,2018.21,277.8
"ENSG00000277825.1",0,0,0,0,0,4.1
"ENSG00000127527.14",2267.18,2061.67,1975.46,2338.13,2610.5,3198.33
"ENSG00000280332.1",16.37,16.41,4.94,8.55,23.16,31.78
"ENSG00000240418.1",0,1.03,0,0,0,0
"ENSG00000267703.1",0,0,0,0,0,0
"ENSG00000269058.6",0,0,0,0,3.56,0
"ENSG00000141979.4",0,0,0,0,0,0
"ENSG00000105072.9",535.08,418.49,493.62,613.05,493.42,826.23
"ENSG00000085872.15",4662.24,5358.28,3578.73,4923.38,5347.47,4872.32
"ENSG00000240106.2",4.09,12.31,1.97,7.6,0.89,4.1
"ENSG00000269399.2",15.35,30.77,24.68,21.86,11.58,20.5
"ENSG00000127526.15",3398.72,5320.33,4481.06,3094.7,3093.23,10552.43
"ENSG00000268309.1",2.05,4.1,0,0,0,2.05
"ENSG00000269085.1",0,0,0,0,0,0
"ENSG00000279529.1",63.43,53.34,39.49,18.06,49.88,89.18
"ENSG00000105085.11",537.12,473.88,296.17,386.84,382.98,378.26
"ENSG00000268790.5",0,0,0,0,0,0
"ENSG00000269578.1",0,0,0,0,0,0
"ENSG00000279748.1",18.42,29.75,5.92,0,16.03,6.15
"ENSG00000279977.1",0,0,1.97,0,0,0
"ENSG00000268087.1",0,0,0,0,0,0
"ENSG00000269427.1",0,0,0,0,1.78,1.03
"ENSG00000214046.9",1186.79,1234.95,1326.84,1221.34,1119.55,912.34
"ENSG00000269044.2",60.36,89.24,34.55,33.27,90.85,72.78
"ENSG00000267904.1",15.35,17.44,17.77,9.5,27.61,27.68
"ENSG00000072954.7",136.07,1321.11,773,509.45,300.15,640.69
"ENSG00000269419.1",0,0,0,0,0,0
"ENSG00000188039.16",4.09,23.59,73.06,390.64,54.33,2.05
"ENSG00000269799.1",0,0,0,0,0,0
"ENSG00000127511.10",2801.23,2392.97,3471.12,3933,3841.38,6468.41
"ENSG00000268743.1",0,0,1.97,0.95,7.13,1.03
"ENSG00000127533.4",2.05,0,1.97,0,0,0
"ENSG00000160111.15",2.05,266.68,9.87,0,0,96.36
"ENSG00000264250.2",0,0,0,0,0,0
"ENSG00000263595.2",0,0,0,0,0,0
"ENSG00000268985.1",0,0,0,0,0,0
"ENSG00000131351.15",698.77,1104.68,791.76,775.58,875.51,515.63
"ENSG00000268289.1",0,0,0,0,0,0
"ENSG00000099331.14",8292.18,13908.56,5410.05,5725.57,8536.89,9839.98
"ENSG00000269066.1",0,0,1.97,0,0,3.08
"ENSG00000268056.5",0,1.03,0,0,0,0
"ENSG00000269836.1",0,0,0,0,0,0
"ENSG00000269480.1",0,4.1,0,0,0,0
"ENSG00000053501.13",887.02,1029.81,981.31,781.28,430.18,1153.24
"ENSG00000099330.9",355.01,1114.94,762.15,208.15,206.63,1468.98
"ENSG00000160113.6",1108.01,2994.03,1881.67,2208.87,1264.72,2827.24
"ENSG00000269095.1",0,0,0,0,0,0
"ENSG00000130307.12",2.05,6.15,5.92,1.9,0.89,20.5
"ENSG00000105393.16",692.63,1031.86,1066.21,843.06,659.97,1202.45
"ENSG00000269307.1",0,0,0,0,0,0
"ENSG00000160117.16",30.69,1429.83,438.33,13.31,38.3,89.18
"ENSG00000127220.6",313.07,1501.63,2091.95,499.94,113.11,1389.02
"ENSG00000130312.7",1377.08,1992.94,2464.14,1650,901.34,1412.59
"ENSG00000269815.1",0,5.13,0,3.8,0,2.05
"ENSG00000130311.11",1943.88,2622.73,2738.59,1298.33,2373.58,4387.45
"ENSG00000074855.11",616.93,1836.01,740.43,875.37,1621.88,3261.88
"ENSG00000130299.17",1267.61,1447.27,886.54,1752.65,711.63,2487.93
"ENSG00000130300.9",0,66.67,1.97,0,0,0
"ENSG00000269350.1",0,0,0,0,0,0
"ENSG00000269720.2",2.05,15.39,1.97,0,0,0
"ENSG00000130303.14",1443.59,4982.88,5837.52,0,141.61,456.17
"ENSG00000282851.2",34.79,150.78,311.97,0,25.83,90.21
"ENSG00000141971.13",1046.63,3048.4,3235.17,2113.82,1540.83,2990.23
"ENSG00000269481.1",0,0,0,0,0,0
"ENSG00000254503.1",0,0,0,0,0,0
"ENSG00000269053.1",0,0,1.97,0,2.67,0
"ENSG00000188051.7",0,344.64,38.5,0,102.42,6.15
"ENSG00000269035.1",0,0,0,0,0,0
"ENSG00000269736.1",0,0,0,0,0,0
"ENSG00000171773.3",0,0,0,0,0,0
"ENSG00000130304.17",871.68,4861.84,2814.61,500.89,1205.05,940.02
"ENSG00000269439.6",126.86,45.13,49.36,67.48,44.53,72.78
"ENSG00000130313.7",1431.31,2818.64,1688.17,2413.22,1665.52,3632.97
"ENSG00000269161.1",0,0,0,0,0,0
"ENSG00000167483.19",1.02,4.1,2.96,0.95,46.31,4.1
"ENSG00000130309.11",11231.52,10144.22,10516.02,8207.22,8145,29642.95
"ENSG00000243771.1",0,0,0,0,0,0
"ENSG00000130477.16",14.32,238.99,3.95,612.1,6833.07,66.63
"ENSG00000269752.1",0,0,0,0,0,0
"ENSG00000279300.1",0,0,0,0,0,0
"ENSG00000130479.11",2065.63,2106.8,1646.71,2514.92,2849.19,2190.65
"ENSG00000268112.1",2.05,6.15,0,0,0,0
"ENSG00000130475.14",30.69,527.21,29.62,1914.23,65.91,110.71
"ENSG00000179913.11",0,192.83,0,0,1.78,67.66
"ENSG00000248099.4",1.02,21.54,1.97,0,1.78,2.05
"ENSG00000105639.20",8.18,2015.51,49.36,143.52,16.92,89.18
"ENSG00000105640.13",32706.27,28422.29,10790.48,31473.52,11043.18,27505.61
"ENSG00000207166.1",0,0,0,0,0,0
"ENSG00000279617.1",0,0,0,0,0,0
"ENSG00000105641.4",4.09,4.1,0,31.37,1.78,1.03
"ENSG00000007080.11",2899.45,1820.63,2058.38,3398.84,2718.27,3061.99
"ENSG00000105642.16",6.14,22.57,10.86,594.04,13.36,37.93
"ENSG00000252591.1",0,0,0,0,0,0
"ENSG00000105643.11",1102.9,1279.05,284.32,1172.87,708.96,1374.67
"ENSG00000279172.1",0,0,3.95,1.9,0,0
"ENSG00000273654.1",289.54,68.72,88.85,47.52,57.89,35.88
"ENSG00000268623.2",0,0,0,0,0,0
"ENSG00000243455.3",0,0,0,0,0,0
"ENSG00000096996.16",14.32,0,1.97,0,138.94,79.96
"ENSG00000099308.10",448.12,949.8,721.67,924.8,724.1,959.5
"ENSG00000269145.2",0,0,0,0,0,2.05
"ENSG00000268173.3",0,2.05,0,0,0,1.03
"ENSG00000105647.19",8.18,9.23,6.91,6.65,2.67,5.13
"ENSG00000216490.4",8.18,2.05,2.96,0,0,1.03
"ENSG00000254858.10",1224.64,834.92,1191.59,1284.07,963.68,942.07
"ENSG00000105649.10",23.53,413.36,661.45,131.16,212.87,892.87
"ENSG00000268650.3",0,10.26,3.95,5.7,0,0
"ENSG00000285188.1",3.07,2.05,0,1.9,0,0
"ENSG00000105650.22",0,12.31,0,2.85,0,10.25
"ENSG00000284797.1",0,0,0,0,0,0
"ENSG00000130518.17",355.01,158.98,112.54,7.6,229.79,162.99
"ENSG00000130522.6",2230.34,7506.11,1680.27,2756.33,3343.5,12036.78
"ENSG00000267959.3",0,0,0,0,0.89,0
"ENSG00000241464.3",0,0,0,0,0,4.1
"ENSG00000130520.11",5259.73,5384.95,5410.05,5263.65,5702.84,3761.11
"ENSG00000239821.3",0,0,0,1.9,0,0
"ENSG00000130517.14",1006.72,6978.9,4247.08,1053.11,3004.17,2596.59
"ENSG00000130513.6",481.88,2279.12,600.24,1506.48,300.15,36.9
"ENSG00000264175.1",1.02,3.08,0,0.95,0,0
"ENSG00000175489.10",16.37,7.18,0,0,0,4.1
"ENSG00000130511.16",2275.36,6515.28,2128.48,2463.59,1631.67,2877.47
"ENSG00000105655.19",377.52,11304.3,1186.66,4546.05,496.98,201.95
"ENSG00000268199.2",0,3.08,1.97,3.8,0,5.13
"ENSG00000105656.13",1419.03,1118.02,735.49,1336.35,1101.74,1275.23
"ENSG00000279262.1",0,0,0,0,0.89,0
"ENSG00000280121.1",0,0,0,0,0,0
"ENSG00000268938.2",0,0,0,0,0,0
"ENSG00000105701.16",6687.96,11392.51,15305.1,8998.95,5650.29,13919.9
"ENSG00000269191.1",0,0,0,0,0,0
"ENSG00000105700.11",4783.99,5855.75,3944,4010.94,2947.16,4453.05
"ENSG00000268030.1",2.05,4.1,1.97,0,8.91,0
"ENSG00000268983.1",6.14,8.21,7.9,0,0.89,3.08
"ENSG00000221983.8",20932.5,17494.43,10958.31,14591.46,10349.36,14895.8
"ENSG00000006016.12",0,62.57,9.87,807.89,602.97,61.51
"ENSG00000006015.18",342.74,352.84,661.45,443.86,741.91,1038.43
"ENSG00000105696.9",4.09,433.87,42.45,1610.08,681.35,902.09
"ENSG00000263490.2",0,0,0,0,0,0
"ENSG00000167487.12",340.69,571.32,3.95,498.99,0,485.9
"ENSG00000105662.16",478.81,1288.29,203.37,1020.79,1573.78,1616.59
"ENSG00000105664.11",4.09,177.45,0,0,7.13,2.05
"ENSG00000005007.13",8911.15,8323.6,6517.72,7322.34,9682.27,8934.81
"ENSG00000130283.9",0,0,0,0,0,0
"ENSG00000223802.9",2.05,1082.12,25.67,472.38,194.16,173.24
"ENSG00000269694.1",2.05,0,0,0,2.67,0
"ENSG00000105669.14",4158.88,4157.18,4568.92,3382.69,2428.8,5923.06
"ENSG00000268193.5",0,0,0,0,0,0
"ENSG00000105671.12",2955.72,4366.43,3546.15,2918.86,2666.61,2986.13
"ENSG00000051128.19",1407.78,1075.96,470.91,622.55,2070.76,1760.1
"ENSG00000269019.2",29.67,22.57,8.89,22.81,56.11,27.68
"ENSG00000241172.3",0,0,0,0,0,0
"ENSG00000064607.17",3907.2,6940.95,3682.39,5255.09,4867.41,6965.59
"ENSG00000105676.14",4066.8,2091.41,1300.19,3916.84,1989.71,2616.07
"ENSG00000181035.14",105.38,511.83,809.53,445.77,408.81,1389.02
"ENSG00000064545.15",1191.9,1085.2,1023.76,1840.09,788.23,2846.72
"ENSG00000213999.17",5.12,2.05,1.97,3.8,7.13,7.18
"ENSG00000064489.23",1.02,1.03,0.99,0,0,0
"ENSG00000254901.8",255.77,201.04,338.62,316.5,358.93,329.06
"ENSG00000064490.14",1950.02,1692.41,1062.26,1562.56,1357.35,2336.21
"ENSG00000184162.15",1502.92,1166.23,873.7,1363.91,853.24,1035.36
"ENSG00000130287.14",2.05,290.27,1.97,0,34.74,4.1
"ENSG00000252973.1",0,0,0,0,0,0
"ENSG00000267629.3",0,0,0,0,0,0
"ENSG00000187664.9",0,0,0,0,0,0
"ENSG00000280282.1",0,0,0,0,0,0
"ENSG00000213996.13",0,68.72,10.86,34.22,16.92,14.35
"ENSG00000105705.16",2088.13,1534.45,1201.46,1742.19,1574.67,1457.7
"ENSG00000129933.21",2681.53,3400.21,2813.62,2250.69,3718.47,3821.59
"ENSG00000167491.18",9251.84,8045.63,4559.05,5784.5,4546.77,5769.29
"ENSG00000267234.1",0,0,0,0,0,0
"ENSG00000207821.1",0,0,0,0,0,0
"ENSG00000178093.14",96.17,132.32,154.01,53.23,98.86,73.81
"ENSG00000186010.19",34.79,87.18,70.09,46.57,44.53,47.15
"ENSG00000258674.5",14.32,34.87,24.68,21.86,15.14,11.28
"ENSG00000250067.12",125.84,122.06,189.55,110.25,94.41,68.68
"ENSG00000160161.9",21.48,1248.28,7.9,1.9,78.38,36.9
"ENSG00000105717.14",52.18,197.96,52.32,56.08,48.99,41
"ENSG00000267178.3",0,0,0,0,0,0
"ENSG00000259242.2",0,0,0,0,0,0
"ENSG00000064547.14",92.08,267.71,109.58,54.18,254.73,441.82
"ENSG00000089639.11",1059.93,567.21,1526.26,831.65,729.44,2199.87
"ENSG00000105726.17",3622.78,5279.3,4249.06,4653.45,4675.03,3973.31
"ENSG00000181896.12",380.59,470.8,462.03,708.09,547.75,233.72
"ENSG00000271283.1",0,6.15,0,1.9,0,0
"ENSG00000270402.1",0,0,0,0,1.78,0
"ENSG00000105708.9",0,469.77,333.69,291.79,426.62,184.52
"ENSG00000275540.1",0,0,0,0,0,0
"ENSG00000286080.1",4.09,2.05,0,0,0,0
"ENSG00000271499.1",0,0,0,0,0,0
"ENSG00000266904.6",3.07,202.06,143.15,63.68,81.94,28.7
"ENSG00000287533.1",0,0,0,0,0,0
"ENSG00000267581.1",0,1.03,0,0,0,0
"ENSG00000267693.1",0,0,0,0,0,0
"ENSG00000267419.2",3.07,41.03,42.45,44.67,49.88,24.6
"ENSG00000081665.14",218.94,743.64,529.16,0,537.95,25.63
"ENSG00000267481.1",18.42,41.03,27.64,0,21.38,0
"ENSG00000270325.1",0,0,0,0,0,0
"ENSG00000256771.4",75.71,777.48,329.74,1.9,738.35,51.26
"ENSG00000270270.1",0,0,0,0,0,0
"ENSG00000267565.1",0,0,0,0,0,0
"ENSG00000184635.16",2.05,613.37,591.35,0,840.77,93.28
"ENSG00000273791.1",0,0,0,0,0,0
"ENSG00000274800.1",0,0,0,0,0,0
"ENSG00000197124.12",0,188.73,110.57,0,326.87,2.05
"ENSG00000268070.1",0,0,0,0,0,0
"ENSG00000274033.1",0,0,0,0,0,0
"ENSG00000269154.1",0,0,0,0,0,0
"ENSG00000213988.11",0,324.12,99.71,0,315.29,0
"ENSG00000240673.1",0,0,0,0,0,0
"ENSG00000274612.1",0,0,0,0,0,0
"ENSG00000267383.7",4.09,102.57,49.36,0,1.78,9.23
"ENSG00000224864.4",0,0,0,0,0,0
"ENSG00000267220.1",0,0,0,0,0,0
"ENSG00000270716.1",0,2.05,0,0,0,0
"ENSG00000256229.8",0,628.76,362.32,166.33,366.06,39.98
"ENSG00000267641.1",0,0,0,0,0,0
"ENSG00000267771.1",0,0,0,0,0,0
"ENSG00000279039.1",0,6.15,0,0,0,0
"ENSG00000280079.1",0,51.29,17.77,0,0,2.05
"ENSG00000271524.1",0,0,0,0,0,0
"ENSG00000268620.1",0,0,0,0,0,0
"ENSG00000213985.4",109.47,138.47,191.52,120.71,95.3,116.86
"ENSG00000269055.1",0,0,0,0,0,0
"ENSG00000269274.1",0,0,0,0,0,0
"ENSG00000271638.1",0,0,0,0,0,0
"ENSG00000276294.1",0,0,0,0,0,0
"ENSG00000231205.11",0,289.25,0,0,0,4.1
"ENSG00000271704.1",0,0,0,0,0,0
"ENSG00000268461.2",0,0,0,0,0,0
"ENSG00000238517.1",0,2.05,0,0,0,0
"ENSG00000268174.1",0,0,0,0,0,0
"ENSG00000269043.2",0,0,16.78,0,0,0
"ENSG00000268335.1",0,0,0,0,0,0
"ENSG00000237440.9",0,297.45,117.48,0,465.81,54.33
"ENSG00000269110.1",0,0,0,0,0,0
"ENSG00000268272.1",0,0,0,0,0,0
"ENSG00000268560.1",0,0,0,0,0,0
"ENSG00000188171.16",0,150.78,62.2,0,272.54,21.53
"ENSG00000280171.1",0,0,0,0,0,0
"ENSG00000269779.1",0,0,0,0,0,0
"ENSG00000268416.1",0,0,0,0,0,0
"ENSG00000269885.1",0,0,0,0,0,0
"ENSG00000160229.13",0,68.72,94.77,0,265.41,16.4
"ENSG00000269040.1",0,0,0,0,0,0
"ENSG00000269373.1",0,0,0,0,0,0
"ENSG00000105750.15",0,401.05,161.91,1.9,352.7,51.26
"ENSG00000279404.1",0,0,0,0,0,0
"ENSG00000269012.2",0,0,0,0,4.45,2.05
"ENSG00000268326.1",0,0,0,0,0,0
"ENSG00000118620.13",257.82,420.54,401.8,239.52,555.77,379.29
"ENSG00000271598.1",0,0,0,0,0,0
"ENSG00000268598.1",4.09,2.05,0,0,7.13,0
"ENSG00000160352.16",17.39,653.37,398.84,34.22,1421.48,216.3
"ENSG00000201035.1",0,0,0,0,0,0
"ENSG00000268357.1",0,0,0,0,0,0
"ENSG00000196705.8",321.25,663.63,319.86,54.18,873.73,292.15
"ENSG00000240522.1",0,0,0,0,0,0
"ENSG00000268995.1",0,0,0,0,0,0
"ENSG00000268892.1",0,0,0,0,0,0
"ENSG00000269839.1",0,0,0,0,0,0
"ENSG00000242291.1",0,0,0,0,0,0
"ENSG00000268747.1",0,2.05,1.97,0,5.34,2.05
"ENSG00000268521.1",5.12,22.57,3.95,10.46,27.61,6.15
"ENSG00000182141.10",136.07,316.94,162.89,145.42,455.12,136.34
"ENSG00000268322.1",0,0,0,0,0,0
"ENSG00000172687.14",98.22,516.96,198.43,0,382.09,142.49
"ENSG00000268731.1",0,0,0,0,0,0
"ENSG00000213976.4",0,0,0,0,0,0
"ENSG00000196268.12",0,169.24,57.26,1.9,247.6,75.86
"ENSG00000269237.1",0,0,0,0,0,0
"ENSG00000268119.6",0,0,0,0,0,2.05
"ENSG00000268658.5",0,18.46,0,0,146.07,0
"ENSG00000197013.10",0,368.23,447.22,235.71,398.12,8.2
"ENSG00000268705.1",0,0,0,0,1.78,0
"ENSG00000268081.1",0,5.13,0,0,15.14,0
"ENSG00000268555.2",0,4.1,0,0,0,0
"ENSG00000268240.1",0,0,0,0,0,0
"ENSG00000274503.1",0,0,0,0,0,0
"ENSG00000271182.1",0,0,0,1.9,0,0
"ENSG00000268278.1",0,0,0,0,0,0
"ENSG00000268433.1",0,0,0,0,0,0
"ENSG00000268535.1",0,0,0,0,0,0
"ENSG00000268117.1",0,3.08,0,0,3.56,2.05
"ENSG00000197020.11",322.27,376.43,321.84,0.95,445.33,167.09
"ENSG00000269845.1",3.07,0,5.92,0,0,2.05
"ENSG00000268184.1",0,0,0,0,0,0
"ENSG00000269136.1",0,0,0,0,0,0
"ENSG00000198521.12",0,954.93,447.22,0,1417.92,218.35
"ENSG00000268438.1",0,0,0,0,0,0
"ENSG00000160321.15",0,0,22.71,0,0,9.23
"ENSG00000269615.1",0,0,0,0,0,0
"ENSG00000279377.1",0,0,0,0,0,0
"ENSG00000271095.1",0,0,0,0,0,0
"ENSG00000269504.3",0,0,0,0,0,0
"ENSG00000197134.13",0,0,20.73,0,0,18.45
"ENSG00000269742.1",0,0,0,0,0,0
"ENSG00000269505.2",0,0,0,0,0,0
"ENSG00000268116.1",0,0,0,0,0,0
"ENSG00000268140.1",4.09,7.18,3.95,17.11,19.59,4.1
"ENSG00000269575.1",0,0,0,0,0,0
"ENSG00000269345.1",0,0,0,0,0,0
"ENSG00000196109.9",0,0,9.87,0,0,0
"ENSG00000268079.1",0,0,0,0,0,0
"ENSG00000282732.1",0,0,0,0,0,0
"ENSG00000267872.1",0,0,0,0,0,0
"ENSG00000268597.1",0,0,0,0,0,0
